,Julian.Julian1,Julian.Julian2,Julian.Julian3,Maxhum.max.hum1,Maxhum.max.hum2,Maxhum.max.hum3,Maxtemp.max.temp1,Maxtemp.max.temp2,Maxtemp.max.temp3,Meanhum.mean.hum1,Meanhum.mean.hum2,Meanhum.mean.hum3,Meantemp.mean.temp1,Meantemp.mean.temp2,Meantemp.mean.temp3,Minhum.min.hum1,Minhum.min.hum2,Minhum.min.hum3,Mintemp.min.temp1,Mintemp.min.temp2,Mintemp.min.temp3,sdhum.sd.hum1,sdhum.sd.hum2,sdhum.sd.hum3,sdtemp.sd.temp1,sdtemp.sd.temp2,sdtemp.sd.temp3,ID
1,159.0375,160.0375,161.0375,87,100,100,27,21,14,73.5,93.4166666666667,100,14.3636363636364,13.5454545454545,10.2727272727273,45,56,100,10,11,6,11.5088898445743,14.7244900102043,0,5.46393131861533,3.3275707765166,2.90141031537799,H2NFS8
2,160.029861111111,161.029861111111,162.029861111111,100,100,100,17,14,20,100,100,99.5454545454545,11.4545454545455,8.27272727272727,8.63636363636364,100,100,95,8,2,4,0,0,1.50755672288882,2.84125452445346,4.00227208197816,5.31550048956309,H2NFS5
3,159.020844907407,160.020844907407,161.020844907407,74,91,100,30,19,14,60.3636363636364,77.4545454545455,98.9090909090909,16.5454545454545,13.9090909090909,10.7272727272727,30,46,94,12,11,8,13.6987059773741,14.4869847543485,2.07145096270925,5.44726787231244,2.73695251893581,2.00454030096225,H5NFS2
4,161.034039351852,162.034039351852,163.034039351852,100,59,53,12,28,30,100,42.7272727272727,43.0909090909091,9.90909090909091,14.8181818181818,17.8181818181818,100,18,18,8,9,13,0,12.3052095397917,11.5365033303384,1.57826141399614,6.09619851740709,5.81064853210348,H5NFS6
5,163.058344907407,164.058344907407,164.975011574074,100,100,100,26,26,23,97.4166666666667,96.75,94.3333333333333,6.81818181818182,6,7,72,67,53,0,0,0,8.05050346628123,9.52627944162883,14.0021643348665,8.03515005234105,7.81024967590665,8.64098759787715,IB10
6,166.038900462963,167.038900462963,168.038900462963,63,66,62,18,19,21,40.3636363636364,43.1818181818182,46.4545454545455,12.5454545454545,13.0909090909091,13.7272727272727,21,27,30,9,9,9,14.6579175006051,12.2214416646988,10.2699915906844,2.80583806958407,3.17661912902839,3.46672494123514,H2NFS9
7,166.06181712963,167.06181712963,168.06181712963,25,24,26,22,22,24,22.9090909090909,22.6363636363636,24,14.7272727272727,15.5454545454545,15.8181818181818,22,22,23,10,11,11,1.04446593573419,0.924416277737175,1.09544511501033,3.58024884863913,3.5598774238346,3.99545195987092,H4FS8
8,166.029178240741,167.029178240741,168.029178240741,94,90,85,23,23,23,80.6363636363636,83.5454545454545,71.5454545454545,17.8181818181818,17.6363636363636,17.9090909090909,58,74,56,14,14,14,11.4653628575177,5.37333483720559,8.77910743029878,2.92636914343293,2.83805310988809,2.91391645228704,H4NFS1
9,168.032650462963,169.032650462963,170.032650462963,53,46,50,21,19,19,50.0909090909091,41.1818181818182,46.9090909090909,18.0909090909091,16.1818181818182,16.8181818181818,45,33,39,16,14,15,2.34326889001435,3.51619629196613,3.38982434514078,1.51357493732854,1.60113596038449,1.16774841624228,H4NFS5
10,167.038206018519,168.038206018519,169.038206018519,35,43,42,33,32,28,29.5454545454545,38.7272727272727,31.7272727272727,20.2727272727273,20,17.1818181818182,16,22,20,18,17,15,5.00726744569603,5.71123295078933,6.63461994527055,4.31487911976475,4.19523539268061,3.81623326902803,H3FS8
11,167.029178240741,168.029178240741,169.029178240741,46,53,52,20,21,20,41.0909090909091,50.4545454545455,44.2727272727273,16.4545454545455,16.8181818181818,15.0909090909091,37,42,34,15,15,13,3.36019479954795,3.23615933982356,5.25530035470684,1.43969693780576,1.88775961489708,2.16585066219005,H4NFS10
12,173.029872685185,174.029872685185,175.029872685185,43,62,65,17,20,22,35.2727272727273,57.5454545454545,58.1818181818182,9.90909090909091,12.8181818181818,15.3636363636364,26,41,48,8,10,13,4.71361663886467,5.93908471674948,5.03623235798711,2.62505411199638,2.85720779146991,2.54057974772402,H1NFS11
13,173.038900462963,174.038900462963,175.038900462963,60,83,85,20,24,26,40.6363636363636,63.7272727272727,67.4545454545455,9.72727272727273,13.4545454545455,16.1818181818182,19,33,38,4,8,11,13.5961224418783,17.6923198540548,16.9844848986576,5.08115949544804,5.18389113241465,4.83359455929398,H4NFS9
14,173.04306712963,174.04306712963,175.04306712963,52,69,72,13,17,18,40.7272727272727,64,67.3636363636364,9.54545454545454,12.1818181818182,14.2727272727273,26,49,58,8,10,12,9.71690186315483,5.98331012066064,4.61026522605213,1.50755672288882,1.99088833530069,1.9021518914592,H2NFS4
15,174.046539351852,175.046539351852,176.046539351852,51,50,50,21,23,25,45.2727272727273,46,40.6363636363636,15.6363636363636,17.9090909090909,19.5454545454545,30,37,34,13,15,17,6.23042388752016,3.66060104354463,5.48220260976785,2.37792881612244,2.58667916273145,2.25227158058864,H1NFS12
16,174.026400462963,175.026400462963,176.026400462963,56,52,70,33,31,32,46.4545454545455,45.8181818181818,48.5454545454545,15.1818181818182,17,18.4545454545455,16,21,22,11,13,14,11.6048579169556,8.91984508630259,14.2152287098283,6.38464066049424,5.21536192416212,5.16456457726373,H5FS4
17,182.023622685185,183.023622685185,184.023622685185,94,100,100,26,25,25,81.8181818181818,95.4545454545455,91.8181818181818,15.7272727272727,18.8181818181818,14.5454545454545,50,62,61,12,17,10,14.2465306781559,11.6650215290297,12.1228559491415,4.38385467575989,2.71360210119987,4.63386742071105,IB15
18,180.040289351852,181.040289351852,182.040289351852,60,63,67,25,27,26,49.7272727272727,49.1818181818182,53,19,20.5454545454545,19.9090909090909,32,32,38,16,16,17,8.78738765607742,10.7127791148533,9.62288937897553,3.13049516849971,3.61562266735998,2.84445233584764,H4FS11
19,180.027789351852,181.027789351852,182.027789351852,64,69,72,24,26,26,54.4545454545455,58.1818181818182,62.0909090909091,17.4545454545455,19.4545454545455,18.9090909090909,39,42,50,15,15,15,8.15308084546739,8.80702199177658,6.90586048881014,3.20510955705531,3.53167485376659,3.36019479954795,H3NFS1
20,181.058344907407,182.058344907407,183.058344907407,71,74,100,22,19,23,65.5454545454545,67.6363636363636,93.6363636363636,17.3636363636364,16.5454545454545,16.9090909090909,58,64,48,16,16,15,3.85651750582404,3.0090771765685,16.0703001046821,1.96329963442809,1.03572548135463,2.42711950486767,H4NFS4
21,181.038206018519,182.038206018519,183.038206018519,57,57,96,29,20,25,50,53,82.4545454545455,20.1818181818182,18.2727272727273,17.3636363636364,34,44,48,18,17,16,5.93295878967653,3.97492138287036,15.9082597185464,3.09251295286477,0.786245393106897,2.80259619898148,H1NFS9
22,182.034039351852,183.034039351852,184.034039351852,99,100,100,18,21,17,91.9090909090909,97.4545454545455,100,12.7272727272727,16.1818181818182,12,80,78,100,10,14,9,6.4258002685198,6.69871086648224,0,2.93567399725886,2.04049904769308,2.89827534923789,OB4
23,181.031261574074,182.031261574074,183.031261574074,67,69,95,33,31,33,56.1818181818182,58.8181818181818,70.0909090909091,24.0909090909091,23.1818181818182,24.6363636363636,40,48,39,20,20,22,8.04758574751685,5.94673325142774,18.9602454913144,4.01134754052913,3.42981579150198,3.5290998079603,H3FS7
24,189.056261574074,190.056261574074,191.056261574074,100,100,100,12,11,14,100,100,98.0909090909091,8.90909090909091,9.45454545454546,8.54545454545454,100,100,84,6,8,5,0,0,4.90824908607021,1.97253874256226,1.36847625946791,2.91079495545929,IB26
25,187.053483796296,188.053483796296,189.053483796296,74,73,89,20,19,17,66.8181818181818,67.9090909090909,79,16.9090909090909,16.6363636363636,15.0909090909091,55,63,66,15,15,13,6.77964869028155,2.9480347845487,7.70713954719908,1.70026735865542,1.36181696807811,1.300349603341,H1FS3
26,188.029872685185,189.029872685185,190.029872685185,100,100,100,14,10,9,88.9090909090909,28.2727272727273,99.9090909090909,11,7.27272727272727,6.81818181818182,76,0,99,8,6,5,8.11732154660077,46.1174390205937,0.301511344577764,1.67332005306815,1.34839972492648,1.32801971507819,H2FS6
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H5NFS11
28,188.046539351852,189.046539351852,190.046539351852,100,100,100,14,11,11,88.4545454545455,100,100,10.1818181818182,7.45454545454545,7,79,100,100,8,5,4,7.72481244255984,0,0,1.66241882918727,1.75291964240443,2.36643191323985,H5FS3
29,189.061122685185,190.061122685185,191.061122685185,100,100,100,13,13,15,100,100,98.1818181818182,10.9090909090909,10.5454545454545,10.5454545454545,100,100,86,9,8,7,0,0,4.4230799635137,1.57826141399614,1.75291964240443,2.65945995885016,IB27
30,194.028483796296,195.028483796296,196.028483796296,100,100,100,16,16,17,92.2727272727273,92.9090909090909,93.2727272727273,7.09090909090909,7.54545454545455,10.1818181818182,49,60,66,4,5,7,15.608272864676,13.3150632402144,10.5080056061168,3.61813613493316,3.35748823865807,2.92636914343293,H5FS7
31,194.047233796296,195.047233796296,196.047233796296,96,100,81,14,13,17,83,85.1818181818182,74.6363636363636,7.90909090909091,7.63636363636364,11.5454545454545,51,56,51,5,5,9,12.9614813968157,12.4082084268292,8.6171077197947,2.66287609379578,2.11057941204435,2.2962419891482,H2FS12
32,194.05556712963,195.05556712963,196.05556712963,100,100,97,14,15,18,82.8181818181818,90.5454545454545,66.0909090909091,6.72727272727273,7.36363636363636,11.7272727272727,58,55,57,3,5,10,17.3655877056792,15.3516359803354,10.7000424807993,3.5239440713754,2.97565882697352,2.28433399882369,H5FS12
33,195.059733796296,196.059733796296,197.059733796296,78,68,81,19,21,24,65.0909090909091,55,66.5454545454545,14.5454545454545,17.0909090909091,18.5454545454545,49,41,50,11,14,15,8.12963154705729,9.46572765295939,9.72999112397988,2.423371055519,2.21153998175685,2.94494945164213,H1FS8
34,195.041678240741,196.041678240741,197.041678240741,77,62,75,19,21,23,67,56.5454545454545,66.1818181818182,13.2727272727273,15.8181818181818,16.4545454545455,50,44,50,11,14,15,7.2525857457875,5.2604873607611,7.01167856961772,2.2401298663653,1.99088833530069,2.50454132981016,H5NFS10
35,196.044456018519,197.044456018519,198.044456018519,87,97,78,24,25,24,68.6363636363636,72.9090909090909,66.4545454545455,15.1818181818182,16.7272727272727,15.5454545454545,46,46,39,10,12,12,12.7064765161136,15.6745305859828,12.4045446217395,4.3547257506801,4.22115882408869,3.72461102300996,H3NFS9
36,196.050706018519,197.050706018519,198.050706018519,78,82,69,25,26,25,61.7272727272727,66,59,16.7272727272727,18.0909090909091,17.1818181818182,40,47,36,12,13,14,11.7651256609601,12.2963409191515,10.5924501414923,4.22115882408869,4.36931448752651,3.86828597231854,H3NFS4
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H3FS1
38,201.052094907407,202.052094907407,203.052094907407,88,75,64,25,31,24,82.7272727272727,65.0909090909091,53.6363636363636,22,23.2727272727273,17.7272727272727,78,37,43,20,19,14,3.46672494123515,12.2756225541074,6.652408996337,1.78885438199983,3.84943915631639,3.2585551734138,H3FS12
39,202.056956018519,203.056956018519,204.056956018519,100,70,88,14,17,16,100,63.1818181818182,61.3636363636364,12.7272727272727,11.2727272727273,9.72727272727273,100,40,33,11,9,6,0,8.47134206390206,15.4678552312383,0.786245393106897,2.28433399882369,2.76010539983201,H1FS5
40,202.054178240741,203.054178240741,204.054178240741,100,59,56,14,14,14,93.5454545454545,53,48.1818181818182,12.2727272727273,10.4545454545455,10,87,41,35,11,9,9,4.96716491297876,4.6475800154489,5.74139672585307,0.786245393106897,1.50755672288882,1.48323969741913,H1FS4
41,203.020844907407,204.020844907407,205.020844907407,95,90,88,20,19,21,75.0909090909091,71,64.2727272727273,9.72727272727273,9.45454545454546,10,30,31,28,5,5,4,21.6585066219005,18.6279360101972,19.80449902972,4.90083480829356,4.32119512088117,5.49545266561363,H3NFS3
42,202.045844907407,203.045844907407,204.045844907407,100,99,91,13,16,16,98.5454545454545,81.3636363636364,72.6363636363636,11,7.63636363636364,6.72727272727273,84,42,29,9,4,3,4.82418151324422,17.5628740658967,21.48614775744,1.26491106406735,3.66804381851491,4.02718038063629,H5FS10
43,207.036122685185,208.036122685185,209.036122685185,89,49,53,19,19,20,63.1818181818182,38,32.9090909090909,11.6363636363636,12.1818181818182,13.2727272727273,32,25,21,7,8,9,21.0371964948668,8.12403840463596,9.12638532448138,4.10542877840372,3.73679493197531,3.46672494123514,H2FS5
44,207.03125,208.03125,209.03125,77,51,55,21,23,25,54.1818181818182,35,35.9090909090909,14.4545454545455,14.6363636363636,14.5454545454545,32,21,16,9,9,9,14.7228949722409,8.44985206971104,12.2511594998559,3.90803368367358,4.34218210748299,5.00726744569603,H2FS2
45,208.059722222222,209.059722222222,210.059722222222,47,56,64,21,23,26,38.0909090909091,37.6363636363636,44.4545454545455,15.6363636363636,17.0909090909091,18.9090909090909,26,21,18,12,13,14,6.15555920212852,12.8784527585633,17.6599186655185,3.0090771765685,3.11302250086778,4.06090003458705,H4FS9
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H4FS1
47,209.025011574074,210.025011574074,211.025011574074,64,61,68,30,30,31,41.7272727272727,41.2727272727273,47.3636363636364,16.0909090909091,18,19.5454545454545,14,16,21,8,11,12,16.4990357844991,15.1465567644327,14.9149101725269,7.09160835712951,6.13188388670236,6.02268439092796,H3NFS10
48,209.027083333333,210.027083333333,211.027083333333,36,42,44,22,26,29,32.1818181818182,34.4545454545455,33.5454545454545,14.9090909090909,17.6363636363636,20.2727272727273,23,21,21,12,14,16,3.81623326902803,6.13781127705368,8.16533693565227,3.08073190831482,3.64067925730151,4.36098404241311,H2NFS6
49,209.058333333333,210.058333333333,211.058333333333,27,33,41,20,23,25,24.2727272727273,28.8181818181818,33.9090909090909,16.7272727272727,18.4545454545455,19.8181818181818,21,23,25,14,17,17,1.55505042303516,2.9603439603594,5.57592226370751,1.55505042303516,1.80906806746658,2.67649703224875,H1NFS5
